PDF,Quantidade,Descrição,Valor (texto),Valor (numérico),Linha Original
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 13C //IMEI:864079072311524-NOVO -,"1.050,00",1050.0,"1,00 un SMARTPHONE XIAOMI REDMI 13C //IMEI:864079072311524-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3 PRO //IMEI:862851072274726-NOVO,"583,28",583.28,"1,00 un SMARTPHONE XIAOMI REDMI A3 PRO //IMEI:862851072274726-NOVO"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3 PRO //IMEI:862851072310900-NOVO,"583,28",583.28,"1,00 un SMARTPHONE XIAOMI REDMI A3 PRO //IMEI:862851072310900-NOVO"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3 PRO //IMEI:862851072310686-NOVO,"583,28",583.28,"1,00 un SMARTPHONE XIAOMI REDMI A3 PRO //IMEI:862851072310686-NOVO"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3 PRO //IMEI:862851072327649-NOVO,"583,28",583.28,"1,00 un SMARTPHONE XIAOMI REDMI A3 PRO //IMEI:862851072327649-NOVO"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE ITEL A70 AWESOME //IMEI:354639685541887-NOVO -,"999,00",999.0,"1,00 un SMARTPHONE ITEL A70 AWESOME //IMEI:354639685541887-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE ITEL A70 AWESOME //IMEI:354639685366046-NOVO -,"999,00",999.0,"1,00 un SMARTPHONE ITEL A70 AWESOME //IMEI:354639685366046-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE ITEL A70 AWESOME //IMEI:354639685365881-NOVO -,"999,00",999.0,"1,00 un SMARTPHONE ITEL A70 AWESOME //IMEI:354639685365881-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE ITEL A70 AWESOME //IMEI:354639685182880-NOVO -,"999,00",999.0,"1,00 un SMARTPHONE ITEL A70 AWESOME //IMEI:354639685182880-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE ITEL A70 AWESOME //IMEI:354639684318626-NOVO -,"989,00",989.0,"1,00 un SMARTPHONE ITEL A70 AWESOME //IMEI:354639684318626-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE ITEL A70 AWESOME //IMEI:354639684314161-NOVO -,"989,00",989.0,"1,00 un SMARTPHONE ITEL A70 AWESOME //IMEI:354639684314161-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE ITEL A70 AWESOME //IMEI:354639684324244-NOVO -,"989,00",989.0,"1,00 un SMARTPHONE ITEL A70 AWESOME //IMEI:354639684324244-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI POCO C65 //IMEI:860044070183824-NOVO -,"1.510,12",1510.12,"1,00 un SMARTPHONE XIAOMI POCO C65 //IMEI:860044070183824-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI POCO C65 //IMEI:860493076714647-NOVO -,"1.510,12",1510.12,"1,00 un SMARTPHONE XIAOMI POCO C65 //IMEI:860493076714647-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI POCO C65 //IMEI:860493076701545-NOVO -,"1.510,12",1510.12,"1,00 un SMARTPHONE XIAOMI POCO C65 //IMEI:860493076701545-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI POCO C65 //IMEI:860044070581621-NOVO -,"1.510,12",1510.12,"1,00 un SMARTPHONE XIAOMI POCO C65 //IMEI:860044070581621-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI POCO C65 //IMEI:860493076709340-NOVO -,"1.510,12",1510.12,"1,00 un SMARTPHONE XIAOMI POCO C65 //IMEI:860493076709340-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI POCO C65 //IMEI:867129073465303-NOVO -,"1.510,12",1510.12,"1,00 un SMARTPHONE XIAOMI POCO C65 //IMEI:867129073465303-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI POCO C65 //IMEI:860493076713326-NOVO -,"1.510,12",1510.12,"1,00 un SMARTPHONE XIAOMI POCO C65 //IMEI:860493076713326-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI POCO C65 //IMEI:860044070573560-NOVO -,"1.510,12",1510.12,"1,00 un SMARTPHONE XIAOMI POCO C65 //IMEI:860044070573560-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400075544506-NOVO -,"899,00",899.0,"1,00 un SMARTPHONE XIAOMI REDMI A3X //IMEI:867400075544506-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400075528285-NOVO -,"899,00",899.0,"1,00 un SMARTPHONE XIAOMI REDMI A3X //IMEI:867400075528285-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400075554265-NOVO -,"899,00",899.0,"1,00 un SMARTPHONE XIAOMI REDMI A3X //IMEI:867400075554265-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400076420060-NOVO -,"899,00",899.0,"1,00 un SMARTPHONE XIAOMI REDMI A3X //IMEI:867400076420060-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400075482764-NOVO -,"899,00",899.0,"1,00 un SMARTPHONE XIAOMI REDMI A3X //IMEI:867400075482764-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400075444541-NOVO -,"899,00",899.0,"1,00 un SMARTPHONE XIAOMI REDMI A3X //IMEI:867400075444541-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400076348105-NOVO -,"899,00",899.0,"1,00 un SMARTPHONE XIAOMI REDMI A3X //IMEI:867400076348105-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400076323520-NOVO -,"899,00",899.0,"1,00 un SMARTPHONE XIAOMI REDMI A3X //IMEI:867400076323520-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3 //IMEI:866091073956403-NOVO -,"799,00",799.0,"1,00 un SMARTPHONE XIAOMI REDMI A3 //IMEI:866091073956403-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3 //IMEI:865723071165527-NOVO -,"799,00",799.0,"1,00 un SMARTPHONE XIAOMI REDMI A3 //IMEI:865723071165527-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3 //IMEI:865723071247226-NOVO -,"799,00",799.0,"1,00 un SMARTPHONE XIAOMI REDMI A3 //IMEI:865723071247226-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3 //IMEI:865723071178041-NOVO -,"799,00",799.0,"1,00 un SMARTPHONE XIAOMI REDMI A3 //IMEI:865723071178041-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3 //IMEI:866091073945489-NOVO -,"799,00",799.0,"1,00 un SMARTPHONE XIAOMI REDMI A3 //IMEI:866091073945489-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3 //IMEI:865723071146089-NOVO -,"799,00",799.0,"1,00 un SMARTPHONE XIAOMI REDMI A3 //IMEI:865723071146089-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3 //IMEI:866091073952824-NOVO -,"799,00",799.0,"1,00 un SMARTPHONE XIAOMI REDMI A3 //IMEI:866091073952824-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3 //IMEI:866091073953400-NOVO -,"799,00",799.0,"1,00 un SMARTPHONE XIAOMI REDMI A3 //IMEI:866091073953400-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE XIAOMI REDMI A3 //IMEI:865723075188020-NOVO R$ 799,00","799,00",799.0,"1,00 un SMARTPHONE XIAOMI REDMI A3 //IMEI:865723075188020-NOVO R$ 799,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3 //IMEI:865723071125109-NOVO -,"799,00",799.0,"1,00 un SMARTPHONE XIAOMI REDMI A3 //IMEI:865723071125109-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3 //IMEI:866091072648860-NOVO -,"799,00",799.0,"1,00 un SMARTPHONE XIAOMI REDMI A3 //IMEI:866091072648860-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3 //IMEI:865723070227328-NOVO -,"799,00",799.0,"1,00 un SMARTPHONE XIAOMI REDMI A3 //IMEI:865723070227328-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3 //IMEI:865723071143326-NOVO -,"799,00",799.0,"1,00 un SMARTPHONE XIAOMI REDMI A3 //IMEI:865723071143326-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3 //IMEI:865723071147467-NOVO -,"799,00",799.0,"1,00 un SMARTPHONE XIAOMI REDMI A3 //IMEI:865723071147467-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3 //IMEI:865723070221321-NOVO -,"799,00",799.0,"1,00 un SMARTPHONE XIAOMI REDMI A3 //IMEI:865723070221321-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3 //IMEI:866091073942809-NOVO -,"799,00",799.0,"1,00 un SMARTPHONE XIAOMI REDMI A3 //IMEI:866091073942809-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3 //IMEI:866091073949663-NOVO -,"799,00",799.0,"1,00 un SMARTPHONE XIAOMI REDMI A3 //IMEI:866091073949663-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI A3 //IMEI:865723071188008-NOVO -,"799,00",799.0,"1,00 un SMARTPHONE XIAOMI REDMI A3 //IMEI:865723071188008-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME C61 //IMEI:865360070930310-NOVO -,"1.499,00",1499.0,"1,00 un SMARTPHONE REALME C61 //IMEI:865360070930310-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME C61 //IMEI:865360070869195-NOVO -,"1.499,00",1499.0,"1,00 un SMARTPHONE REALME C61 //IMEI:865360070869195-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME C61 //IMEI:865360071128419-NOVO -,"1.499,00",1499.0,"1,00 un SMARTPHONE REALME C61 //IMEI:865360071128419-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME C61 //IMEI:865360070930237-NOVO -,"1.499,00",1499.0,"1,00 un SMARTPHONE REALME C61 //IMEI:865360070930237-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME C61 //IMEI:865360071128716-NOVO -,"1.499,00",1499.0,"1,00 un SMARTPHONE REALME C61 //IMEI:865360071128716-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079672079-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079672079-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079663151-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079663151-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:865846072518657-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:865846072518657-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079670719-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079670719-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079527711-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079527711-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:865846077118537-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:865846077118537-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:865846077124139-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:865846077124139-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079638013-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079638013-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:865846077099935-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:865846077099935-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079678795-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079678795-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:865846073680191-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:865846073680191-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079527570-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079527570-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079637692-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079637692-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862389070298231-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862389070298231-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:865846072143670-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:865846072143670-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862389070359116-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862389070359116-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:865846077100154-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:865846077100154-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079689438-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079689438-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:865846073466153-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:865846073466153-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079705598-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079705598-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862389070294339-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862389070294339-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079686939-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079686939-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:865846077123933-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:865846077123933-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079678613-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079678613-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079660397-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079660397-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079645372-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079645372-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862984079678753-NOVO -,"730,55",730.55,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862984079678753-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862389070262476-NOVO -,"829,90",829.9,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862389070262476-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862389070410935-NOVO -,"829,90",829.9,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862389070410935-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862389070711415-NOVO -,"829,90",829.9,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862389070711415-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862389070253418-NOVO -,"829,90",829.9,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862389070253418-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:865846077042794-NOVO -,"829,90",829.9,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:865846077042794-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:865846077239234-NOVO -,"829,90",829.9,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:865846077239234-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:865846076082411-NOVO -,"829,90",829.9,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:865846076082411-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:865846077255230-NOVO -,"829,90",829.9,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:865846077255230-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862389070181734-NOVO -,"829,90",829.9,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862389070181734-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:865846076275916-NOVO -,"829,90",829.9,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:865846076275916-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE REALME NOTE 50 //IMEI:862389070254671-NOVO -,"829,90",829.9,"1,00 un SMARTPHONE REALME NOTE 50 //IMEI:862389070254671-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957075196025-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957075196025-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957078014563-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957078014563-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957074966402-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957074966402-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957075185523-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957075185523-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957075202427-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957075202427-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957078021501-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957078021501-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957075196041-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957075196041-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957078014126-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957078014126-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957078256420-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957078256420-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957074954309-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957074954309-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,"SMARTPHONE XIAOMI REDMI 14C //IMEI:867957077993007-NOVO R$ 962,99","962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957077993007-NOVO R$ 962,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957078245845-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957078245845-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957078007161-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957078007161-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957078278382-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957078278382-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957075203003-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957075203003-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957077993189-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957077993189-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957077999624-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957077999624-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957075186729-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957075186729-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957075186885-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957075186885-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957074966360-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957074966360-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957075201742-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957075201742-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957074972640-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957074972640-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957075197460-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957075197460-NOVO -"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1.0,SMARTPHONE XIAOMI REDMI 14C //IMEI:867957074972665-NOVO -,"962,99",962.99,"1,00 un SMARTPHONE XIAOMI REDMI 14C //IMEI:867957074972665-NOVO -"
